id,title,rating,release_year,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,poster_url,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,genres,overview,trailer_url,youtube_search_url,embed_url_template
13,Forrest Gump,8.477,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,,,,,,,Comedy| Drama| Romance,"Forrest Gump is a Comedy,  Drama,  Romance film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Forrest+Gump+official+trailer,https://www.youtube.com/results?search_query=Forrest+Gump+official+trailer,https://www.youtube.com/embed/VIDEO_ID
671,Harry Potter and the Philosopher's Stone,7.916,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,,,,,,,Adventure| Fantasy,"Harry Potter and the Philosopher's Stone is a Adventure,  Fantasy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Harry+Potter+and+the+Philosopher%27s+Stone+official+trailer,https://www.youtube.com/results?search_query=Harry+Potter+and+the+Philosopher%27s+Stone+official+trailer,https://www.youtube.com/embed/VIDEO_ID
1726,Iron Man,7.64,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,,,,,,,Action| Science Fiction| Adventure,"Iron Man is a Action,  Science Fiction,  Adventure film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Iron+Man+official+trailer,https://www.youtube.com/results?search_query=Iron+Man+official+trailer,https://www.youtube.com/embed/VIDEO_ID
68718,Django Unchained,8.171,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,,,,,,,Drama| Western,"Django Unchained is a Drama,  Western film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Django+Unchained+official+trailer,https://www.youtube.com/results?search_query=Django+Unchained+official+trailer,https://www.youtube.com/embed/VIDEO_ID
278,The Shawshank Redemption,8.702,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/lyQBXzOQSuE59IsHyhrp0qIiPAz.jpg,,,,,,,Drama| Crime,"The Shawshank Redemption is a Drama,  Crime film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Shawshank+Redemption+official+trailer,https://www.youtube.com/results?search_query=The+Shawshank+Redemption+official+trailer,https://www.youtube.com/embed/VIDEO_ID
299534,Avengers: Endgame,8.263,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/or06FN3Dka5tukK1e9sl16pB3iy.jpg,,,,,,,Adventure| Science Fiction| Action,"Avengers: Endgame is a Adventure,  Science Fiction,  Action film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Avengers%3A+Endgame+official+trailer,https://www.youtube.com/results?search_query=Avengers%3A+Endgame+official+trailer,https://www.youtube.com/embed/VIDEO_ID
603,The Matrix,8.206,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,,,,,,,Action| Science Fiction,"The Matrix is a Action,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Matrix+official+trailer,https://www.youtube.com/results?search_query=The+Matrix+official+trailer,https://www.youtube.com/embed/VIDEO_ID
597,Titanic,7.9,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,,,,,,,Drama| Romance,"Titanic is a Drama,  Romance film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Titanic+official+trailer,https://www.youtube.com/results?search_query=Titanic+official+trailer,https://www.youtube.com/embed/VIDEO_ID
475557,Joker,8.168,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,,,,,,,Crime| Thriller| Drama,"Joker is a Crime,  Thriller,  Drama film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Joker+official+trailer,https://www.youtube.com/results?search_query=Joker+official+trailer,https://www.youtube.com/embed/VIDEO_ID
120,The Lord of the Rings: The Fellowship of the Ring,8.402,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,,,,,,,Adventure| Fantasy| Action,"The Lord of the Rings: The Fellowship of the Ring is a Adventure,  Fantasy,  Action film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Lord+of+the+Rings%3A+The+Fellowship+of+the+Ring+official+trailer,https://www.youtube.com/results?search_query=The+Lord+of+the+Rings%3A+The+Fellowship+of+the+Ring+official+trailer,https://www.youtube.com/embed/VIDEO_ID
122,The Lord of the Rings: The Return of the King,8.474,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,,,,,,,Adventure| Fantasy| Action,"The Lord of the Rings: The Return of the King is a Adventure,  Fantasy,  Action film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Lord+of+the+Rings%3A+The+Return+of+the+King+official+trailer,https://www.youtube.com/results?search_query=The+Lord+of+the+Rings%3A+The+Return+of+the+King+official+trailer,https://www.youtube.com/embed/VIDEO_ID
11324,Shutter Island,8.2,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,,,,,,,Drama| Thriller| Mystery,"Shutter Island is a Drama,  Thriller,  Mystery film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Shutter+Island+official+trailer,https://www.youtube.com/results?search_query=Shutter+Island+official+trailer,https://www.youtube.com/embed/VIDEO_ID
106646,The Wolf of Wall Street,8.035,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,,,,,,,Crime| Drama| Comedy,"The Wolf of Wall Street is a Crime,  Drama,  Comedy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Wolf+of+Wall+Street+official+trailer,https://www.youtube.com/results?search_query=The+Wolf+of+Wall+Street+official+trailer,https://www.youtube.com/embed/VIDEO_ID
99861,Avengers: Age of Ultron,7.276,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,,,,,,,Action| Adventure| Science Fiction,"Avengers: Age of Ultron is a Action,  Adventure,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Avengers%3A+Age+of+Ultron+official+trailer,https://www.youtube.com/results?search_query=Avengers%3A+Age+of+Ultron+official+trailer,https://www.youtube.com/embed/VIDEO_ID
271110,Captain America: Civil War,7.4,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,,,,,,,Adventure| Action| Science Fiction,"Captain America: Civil War is a Adventure,  Action,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Captain+America%3A+Civil+War+official+trailer,https://www.youtube.com/results?search_query=Captain+America%3A+Civil+War+official+trailer,https://www.youtube.com/embed/VIDEO_ID
49026,The Dark Knight Rises,7.777,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,,,,,,,Action| Crime| Drama| Thriller,"The Dark Knight Rises is a Action,  Crime,  Drama,  Thriller film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Dark+Knight+Rises+official+trailer,https://www.youtube.com/results?search_query=The+Dark+Knight+Rises+official+trailer,https://www.youtube.com/embed/VIDEO_ID
68721,Iron Man 3,6.928,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,,,,,,,Action| Adventure| Science Fiction,"Iron Man 3 is a Action,  Adventure,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Iron+Man+3+official+trailer,https://www.youtube.com/results?search_query=Iron+Man+3+official+trailer,https://www.youtube.com/embed/VIDEO_ID
284054,Black Panther,7.39,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,,,,,,,Action| Adventure| Science Fiction,"Black Panther is a Action,  Adventure,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Black+Panther+official+trailer,https://www.youtube.com/results?search_query=Black+Panther+official+trailer,https://www.youtube.com/embed/VIDEO_ID
284052,Doctor Strange,7.427,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,,,,,,,Action| Adventure| Fantasy,"Doctor Strange is a Action,  Adventure,  Fantasy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Doctor+Strange+official+trailer,https://www.youtube.com/results?search_query=Doctor+Strange+official+trailer,https://www.youtube.com/embed/VIDEO_ID
76341,Mad Max: Fury Road,7.582,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,,,,,,,Action| Adventure| Science Fiction,"Mad Max: Fury Road is a Action,  Adventure,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Mad+Max%3A+Fury+Road+official+trailer,https://www.youtube.com/results?search_query=Mad+Max%3A+Fury+Road+official+trailer,https://www.youtube.com/embed/VIDEO_ID
16869,Inglourious Basterds,8.215,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,,,,,,,Drama| Thriller| War,"Inglourious Basterds is a Drama,  Thriller,  War film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Inglourious+Basterds+official+trailer,https://www.youtube.com/results?search_query=Inglourious+Basterds+official+trailer,https://www.youtube.com/embed/VIDEO_ID
70160,The Hunger Games,7.193,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,,,,,,,Science Fiction| Adventure| Fantasy,"The Hunger Games is a Science Fiction,  Adventure,  Fantasy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Hunger+Games+official+trailer,https://www.youtube.com/results?search_query=The+Hunger+Games+official+trailer,https://www.youtube.com/embed/VIDEO_ID
315635,Spider-Man: Homecoming,7.345,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,,,,,,,Action| Adventure| Science Fiction| Drama,"Spider-Man: Homecoming is a Action,  Adventure,  Science Fiction,  Drama film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Spider-Man%3A+Homecoming+official+trailer,https://www.youtube.com/results?search_query=Spider-Man%3A+Homecoming+official+trailer,https://www.youtube.com/embed/VIDEO_ID
672,Harry Potter and the Chamber of Secrets,7.721,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,,,,,,,Adventure| Fantasy,"Harry Potter and the Chamber of Secrets is a Adventure,  Fantasy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Harry+Potter+and+the+Chamber+of+Secrets+official+trailer,https://www.youtube.com/results?search_query=Harry+Potter+and+the+Chamber+of+Secrets+official+trailer,https://www.youtube.com/embed/VIDEO_ID
283995,Guardians of the Galaxy Vol. 2,7.624,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,,,,,,,Science Fiction| Adventure| Action,"Guardians of the Galaxy Vol. 2 is a Science Fiction,  Adventure,  Action film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Guardians+of+the+Galaxy+Vol.+2+official+trailer,https://www.youtube.com/results?search_query=Guardians+of+the+Galaxy+Vol.+2+official+trailer,https://www.youtube.com/embed/VIDEO_ID
121,The Lord of the Rings: The Two Towers,8.385,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,,,,,,,Adventure| Fantasy| Action,"The Lord of the Rings: The Two Towers is a Adventure,  Fantasy,  Action film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Lord+of+the+Rings%3A+The+Two+Towers+official+trailer,https://www.youtube.com/results?search_query=The+Lord+of+the+Rings%3A+The+Two+Towers+official+trailer,https://www.youtube.com/embed/VIDEO_ID
1771,Captain America: The First Avenger,6.995,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,,,,,,,Action| Adventure| Science Fiction,"Captain America: The First Avenger is a Action,  Adventure,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Captain+America%3A+The+First+Avenger+official+trailer,https://www.youtube.com/results?search_query=Captain+America%3A+The+First+Avenger+official+trailer,https://www.youtube.com/embed/VIDEO_ID
297761,Suicide Squad,5.909,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/xFw9RXKZDvevAGocgBK0zteto4U.jpg,,,,,,,Action| Adventure| Fantasy,"Suicide Squad is a Action,  Adventure,  Fantasy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Suicide+Squad+official+trailer,https://www.youtube.com/results?search_query=Suicide+Squad+official+trailer,https://www.youtube.com/embed/VIDEO_ID
673,Harry Potter and the Prisoner of Azkaban,8.02,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,,,,,,,Adventure| Fantasy,"Harry Potter and the Prisoner of Azkaban is a Adventure,  Fantasy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Harry+Potter+and+the+Prisoner+of+Azkaban+official+trailer,https://www.youtube.com/results?search_query=Harry+Potter+and+the+Prisoner+of+Azkaban+official+trailer,https://www.youtube.com/embed/VIDEO_ID
10195,Thor,6.768,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,,,,,,,Adventure| Fantasy| Action,"Thor is a Adventure,  Fantasy,  Action film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Thor+official+trailer,https://www.youtube.com/results?search_query=Thor+official+trailer,https://www.youtube.com/embed/VIDEO_ID
10138,Iron Man 2,6.835,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,,,,,,,Adventure| Action| Science Fiction,"Iron Man 2 is a Adventure,  Action,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Iron+Man+2+official+trailer,https://www.youtube.com/results?search_query=Iron+Man+2+official+trailer,https://www.youtube.com/embed/VIDEO_ID
272,Batman Begins,7.701,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,,,,,,,Action| Crime| Drama,"Batman Begins is a Action,  Crime,  Drama film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Batman+Begins+official+trailer,https://www.youtube.com/results?search_query=Batman+Begins+official+trailer,https://www.youtube.com/embed/VIDEO_ID
284053,Thor: Ragnarok,7.595,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,,,,,,,Action| Adventure| Science Fiction,"Thor: Ragnarok is a Action,  Adventure,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Thor%3A+Ragnarok+official+trailer,https://www.youtube.com/results?search_query=Thor%3A+Ragnarok+official+trailer,https://www.youtube.com/embed/VIDEO_ID
150540,Inside Out,7.922,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,,,,,,,Animation| Family| Adventure| Drama| Comedy,"Inside Out is a Animation,  Family,  Adventure,  Drama,  Comedy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Inside+Out+official+trailer,https://www.youtube.com/results?search_query=Inside+Out+official+trailer,https://www.youtube.com/embed/VIDEO_ID
135397,Jurassic World,6.682,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg,,,,,,,Action| Adventure| Science Fiction| Thriller,"Jurassic World is a Action,  Adventure,  Science Fiction,  Thriller film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Jurassic+World+official+trailer,https://www.youtube.com/results?search_query=Jurassic+World+official+trailer,https://www.youtube.com/embed/VIDEO_ID
807,Se7en,8.368,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/6yoghtyTpznpBik8EngEmJskVUO.jpg,,,,,,,Crime| Mystery| Thriller,"Se7en is a Crime,  Mystery,  Thriller film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Se7en+official+trailer,https://www.youtube.com/results?search_query=Se7en+official+trailer,https://www.youtube.com/embed/VIDEO_ID
674,Harry Potter and the Goblet of Fire,7.816,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,,,,,,,Adventure| Fantasy,"Harry Potter and the Goblet of Fire is a Adventure,  Fantasy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Harry+Potter+and+the+Goblet+of+Fire+official+trailer,https://www.youtube.com/results?search_query=Harry+Potter+and+the+Goblet+of+Fire+official+trailer,https://www.youtube.com/embed/VIDEO_ID
22,Pirates of the Caribbean: The Curse of the Black Pearl,7.794,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,,,,,,,Adventure| Fantasy| Action,"Pirates of the Caribbean: The Curse of the Black Pearl is a Adventure,  Fantasy,  Action film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Pirates+of+the+Caribbean%3A+The+Curse+of+the+Black+Pearl+official+trailer,https://www.youtube.com/results?search_query=Pirates+of+the+Caribbean%3A+The+Curse+of+the+Black+Pearl+official+trailer,https://www.youtube.com/embed/VIDEO_ID
12445,Harry Potter and the Deathly Hallows: Part 2,8.105,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,,,,,,,Fantasy| Adventure,"Harry Potter and the Deathly Hallows: Part 2 is a Fantasy,  Adventure film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Harry+Potter+and+the+Deathly+Hallows%3A+Part+2+official+trailer,https://www.youtube.com/results?search_query=Harry+Potter+and+the+Deathly+Hallows%3A+Part+2+official+trailer,https://www.youtube.com/embed/VIDEO_ID
11,Star Wars,8.204,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,,,,,,,Adventure| Action| Science Fiction,"Star Wars is a Adventure,  Action,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Star+Wars+official+trailer,https://www.youtube.com/results?search_query=Star+Wars+official+trailer,https://www.youtube.com/embed/VIDEO_ID
297762,Wonder Woman,7.236,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,,,,,,,Action| Adventure| Fantasy,"Wonder Woman is a Action,  Adventure,  Fantasy film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Wonder+Woman+official+trailer,https://www.youtube.com/results?search_query=Wonder+Woman+official+trailer,https://www.youtube.com/embed/VIDEO_ID
14160,Up,7.949,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,,,,,,,Animation| Comedy| Family| Adventure,"Up is a Animation,  Comedy,  Family,  Adventure film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Up+official+trailer,https://www.youtube.com/results?search_query=Up+official+trailer,https://www.youtube.com/embed/VIDEO_ID
102899,Ant-Man,7.082,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/8YxOIPrabqkQCOKKbuxaz9IcqhO.jpg,,,,,,,Science Fiction| Action| Adventure,"Ant-Man is a Science Fiction,  Action,  Adventure film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Ant-Man+official+trailer,https://www.youtube.com/results?search_query=Ant-Man+official+trailer,https://www.youtube.com/embed/VIDEO_ID
238,The Godfather,8.707,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,,,,,,,Drama| Crime,"The Godfather is a Drama,  Crime film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Godfather+official+trailer,https://www.youtube.com/results?search_query=The+Godfather+official+trailer,https://www.youtube.com/embed/VIDEO_ID
286217,The Martian,7.678,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,,,,,,,Drama| Adventure| Science Fiction,"The Martian is a Drama,  Adventure,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=The+Martian+official+trailer,https://www.youtube.com/results?search_query=The+Martian+official+trailer,https://www.youtube.com/embed/VIDEO_ID
105,Back to the Future,8.314,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,,,,,,,Adventure| Comedy| Science Fiction,"Back to the Future is a Adventure,  Comedy,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Back+to+the+Future+official+trailer,https://www.youtube.com/results?search_query=Back+to+the+Future+official+trailer,https://www.youtube.com/embed/VIDEO_ID
140607,Star Wars: The Force Awakens,7.293,1900,,,,,,,,,https://image.tmdb.org/t/p/w500/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,,,,,,,Adventure| Action| Science Fiction,"Star Wars: The Force Awakens is a Adventure,  Action,  Science Fiction film. The story follows characters facing challenges and events that shape their journey.",https://www.youtube.com/results?search_query=Star+Wars%3A+The+Force+Awakens+official+trailer,https://www.youtube.com/results?search_query=Star+Wars%3A+The+Force+Awakens+official+trailer,https://www.youtube.com/embed/VIDEO_ID
